コード,銘柄名,市場・商品区分,33業種区分,17業種区分
3902.T,メディカル・データ・ビジョン,東証プライム,情報・通信業,情報通信・サービスその他
3903.T,ｇｕｍｉ,東証プライム,情報・通信業,情報通信・サービスその他
3915.T,テラスカイ,東証プライム,情報・通信業,情報通信・サービスその他
3916.T,デジタル・インフォメーション・テクノロジー,東証プライム,情報・通信業,情報通信・サービスその他
3921.T,ネオジャパン,東証プライム,情報・通信業,情報通信・サービスその他
3922.T,ＰＲ　ＴＩＭＥＳ,東証プライム,情報・通信業,情報通信・サービスその他
3923.T,ラクス,東証プライム,情報・通信業,情報通信・サービスその他
3924.T,ランドコンピュータ,東証プライム,情報・通信業,情報通信・サービスその他
3925.T,ダブルスタンダード,東証プライム,情報・通信業,情報通信・サービスその他
3926.T,オープンドア,東証プライム,情報・通信業,情報通信・サービスその他
3932.T,アカツキ,東証プライム,情報・通信業,情報通信・サービスその他
3937.T,Ｕｂｉｃｏｍホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
3939.T,カナミックネットワーク,東証プライム,情報・通信業,情報通信・サービスその他
3941.T,レンゴー,東証プライム,パルプ・紙,素材・化学
3946.T,トーモク,東証プライム,パルプ・紙,素材・化学
3950.T,ザ・パック,東証プライム,パルプ・紙,素材・化学
3962.T,チェンジホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
3963.T,シンクロ・フード,東証プライム,情報・通信業,情報通信・サービスその他
3964.T,オークネット,東証プライム,情報・通信業,情報通信・サービスその他
3968.T,セグエグループ,東証プライム,情報・通信業,情報通信・サービスその他
3983.T,オロ,東証プライム,情報・通信業,情報通信・サービスその他
3984.T,ユーザーローカル,東証プライム,情報・通信業,情報通信・サービスその他
3992.T,ニーズウェル,東証プライム,情報・通信業,情報通信・サービスその他
3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,東証プライム,情報・通信業,情報通信・サービスその他
3994.T,マネーフォワード,東証プライム,情報・通信業,情報通信・サービスその他
4004.T,レゾナック・ホールディングス,東証プライム,化学,素材・化学
4005.T,住友化学,東証プライム,化学,素材・化学
4008.T,住友精化,東証プライム,化学,素材・化学
4021.T,日産化学,東証プライム,化学,素材・化学
4022.T,ラサ工業,東証プライム,化学,素材・化学
4023.T,クレハ,東証プライム,化学,素材・化学
4025.T,多木化学,東証プライム,化学,素材・化学
4027.T,テイカ,東証プライム,化学,素材・化学
4028.T,石原産業,東証プライム,化学,素材・化学
4041.T,日本曹達,東証プライム,化学,素材・化学
4042.T,東ソー,東証プライム,化学,素材・化学
4043.T,トクヤマ,東証プライム,化学,素材・化学
4044.T,セントラル硝子,東証プライム,化学,素材・化学
4045.T,東亞合成,東証プライム,化学,素材・化学
4046.T,大阪ソーダ,東証プライム,化学,素材・化学
4047.T,関東電化工業,東証プライム,化学,素材・化学
4051.T,ＧＭＯフィナンシャルゲート,東証プライム,情報・通信業,情報通信・サービスその他
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,東証プライム,情報・通信業,情報通信・サービスその他
4061.T,デンカ,東証プライム,化学,素材・化学
4062.T,イビデン,東証プライム,電気機器,電機・精密
4063.T,信越化学工業,東証プライム,化学,素材・化学
4064.T,日本カーバイド工業,東証プライム,化学,素材・化学
4071.T,プラスアルファ・コンサルティング,東証プライム,情報・通信業,情報通信・サービスその他
4072.T,電算システムホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
4078.T,堺化学工業,東証プライム,化学,素材・化学
4082.T,第一稀元素化学工業,東証プライム,化学,素材・化学
4088.T,エア・ウォーター,東証プライム,化学,素材・化学
4091.T,日本酸素ホールディングス,東証プライム,化学,素材・化学
4092.T,日本化学工業,東証プライム,化学,素材・化学
4093.T,東邦アセチレン,東証プライム,化学,素材・化学
4095.T,日本パーカライジング,東証プライム,化学,素材・化学
4097.T,高圧ガス工業,東証プライム,化学,素材・化学
4099.T,四国化成ホールディングス,東証プライム,化学,素材・化学
409A.T,オリオンビール,東証プライム,食料品,食品
4109.T,ステラ　ケミファ,東証プライム,化学,素材・化学
4112.T,保土谷化学工業,東証プライム,化学,素材・化学
4114.T,日本触媒,東証プライム,化学,素材・化学
4116.T,大日精化工業,東証プライム,化学,素材・化学
4118.T,カネカ,東証プライム,化学,素材・化学
4151.T,協和キリン,東証プライム,医薬品,医薬品
417A.T,ブルーゾーンホールディングス,東証プライム,小売業,小売
4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,東証プライム,情報・通信業,情報通信・サービスその他
4182.T,三菱瓦斯化学,東証プライム,化学,素材・化学
4183.T,三井化学,東証プライム,化学,素材・化学
4186.T,東京応化工業,東証プライム,化学,素材・化学
4187.T,大阪有機化学工業,東証プライム,化学,素材・化学
4188.T,三菱ケミカルグループ,東証プライム,化学,素材・化学
4189.T,ＫＨネオケム,東証プライム,化学,素材・化学
4194.T,ビジョナル,東証プライム,情報・通信業,情報通信・サービスその他
4202.T,ダイセル,東証プライム,化学,素材・化学
4203.T,住友ベークライト,東証プライム,化学,素材・化学
4204.T,積水化学工業,東証プライム,化学,素材・化学
4205.T,日本ゼオン,東証プライム,化学,素材・化学
4206.T,アイカ工業,東証プライム,化学,素材・化学
4208.T,ＵＢＥ,東証プライム,化学,素材・化学
4212.T,積水樹脂,東証プライム,化学,素材・化学
4216.T,旭有機材,東証プライム,化学,素材・化学
4218.T,ニチバン,東証プライム,化学,素材・化学
4220.T,リケンテクノス,東証プライム,化学,素材・化学
4221.T,大倉工業,東証プライム,化学,素材・化学
4228.T,積水化成品工業,東証プライム,化学,素材・化学
4229.T,群栄化学工業,東証プライム,化学,素材・化学
4246.T,ダイキョーニシカワ,東証プライム,化学,素材・化学
4249.T,森六,東証プライム,化学,素材・化学
4251.T,恵和,東証プライム,化学,素材・化学
4272.T,日本化薬,東証プライム,化学,素材・化学
4275.T,カーリット,東証プライム,化学,素材・化学
4290.T,プレステージ・インターナショナル,東証プライム,サービス業,情報通信・サービスその他
429A.T,テクセンドフォトマスク,東証プライム,その他製品,情報通信・サービスその他
4301.T,アミューズ,東証プライム,サービス業,情報通信・サービスその他
4307.T,野村総合研究所,東証プライム,情報・通信業,情報通信・サービスその他
4310.T,ドリームインキュベータ,東証プライム,サービス業,情報通信・サービスその他
4318.T,クイック,東証プライム,サービス業,情報通信・サービスその他
4323.T,日本システム技術,東証プライム,情報・通信業,情報通信・サービスその他
4324.T,電通グループ,東証プライム,サービス業,情報通信・サービスその他
4326.T,インテージホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
4331.T,テイクアンドギヴ・ニーズ,東証プライム,サービス業,情報通信・サービスその他
4333.T,東邦システムサイエンス,東証プライム,情報・通信業,情報通信・サービスその他
4337.T,ぴあ,東証プライム,サービス業,情報通信・サービスその他
4343.T,イオンファンタジー,東証プライム,サービス業,情報通信・サービスその他
4344.T,ソースネクスト,東証プライム,情報・通信業,情報通信・サービスその他
4345.T,シーティーエス,東証プライム,サービス業,情報通信・サービスその他
4362.T,日本精化,東証プライム,化学,素材・化学
4368.T,扶桑化学工業,東証プライム,化学,素材・化学
4369.T,トリケミカル研究所,東証プライム,化学,素材・化学
4373.T,シンプレクス・ホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
4384.T,ラクスル,東証プライム,情報・通信業,情報通信・サービスその他
4385.T,メルカリ,東証プライム,情報・通信業,情報通信・サービスその他
4390.T,ＩＰＳ,東証プライム,情報・通信業,情報通信・サービスその他
4392.T,ＦＩＧ,東証プライム,情報・通信業,情報通信・サービスその他
4396.T,システムサポートホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
4401.T,ＡＤＥＫＡ,東証プライム,化学,素材・化学
4403.T,日油,東証プライム,化学,素材・化学
4410.T,ハリマ化成グループ,東証プライム,化学,素材・化学
4413.T,ボードルア,東証プライム,情報・通信業,情報通信・サービスその他
4432.T,ウイングアーク１ｓｔ,東証プライム,情報・通信業,情報通信・サービスその他
4433.T,ヒト・コミュニケーションズ・ホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
4443.T,Ｓａｎｓａｎ,東証プライム,情報・通信業,情報通信・サービスその他
4446.T,Ｌｉｎｋ－Ｕグループ,東証プライム,情報・通信業,情報通信・サービスその他
4449.T,ギフティ,東証プライム,情報・通信業,情報通信・サービスその他
4452.T,花王,東証プライム,化学,素材・化学
4461.T,第一工業製薬,東証プライム,化学,素材・化学
4462.T,石原ケミカル,東証プライム,化学,素材・化学
4471.T,三洋化成工業,東証プライム,化学,素材・化学
4480.T,メドレー,東証プライム,情報・通信業,情報通信・サービスその他
4481.T,ベース,東証プライム,情報・通信業,情報通信・サービスその他
4483.T,ＪＭＤＣ,東証プライム,情報・通信業,情報通信・サービスその他
4502.T,武田薬品工業,東証プライム,医薬品,医薬品
4503.T,アステラス製薬,東証プライム,医薬品,医薬品
4506.T,住友ファーマ,東証プライム,医薬品,医薬品
4507.T,塩野義製薬,東証プライム,医薬品,医薬品
4516.T,日本新薬,東証プライム,医薬品,医薬品
4519.T,中外製薬,東証プライム,医薬品,医薬品
4521.T,科研製薬,東証プライム,医薬品,医薬品
4523.T,エーザイ,東証プライム,医薬品,医薬品
4526.T,理研ビタミン,東証プライム,食料品,食品
4527.T,ロート製薬,東証プライム,医薬品,医薬品
4528.T,小野薬品工業,東証プライム,医薬品,医薬品
4530.T,久光製薬,東証プライム,医薬品,医薬品
4534.T,持田製薬,東証プライム,医薬品,医薬品
4536.T,参天製薬,東証プライム,医薬品,医薬品
4538.T,扶桑薬品工業,東証プライム,医薬品,医薬品
4540.T,ツムラ,東証プライム,医薬品,医薬品
4543.T,テルモ,東証プライム,精密機器,電機・精密
4544.T,Ｈ．Ｕ．グループホールディングス,東証プライム,サービス業,情報通信・サービスその他
4547.T,キッセイ薬品工業,東証プライム,医薬品,医薬品
4548.T,生化学工業,東証プライム,医薬品,医薬品
4549.T,栄研化学,東証プライム,医薬品,医薬品
4552.T,ＪＣＲファーマ,東証プライム,医薬品,医薬品
4553.T,東和薬品,東証プライム,医薬品,医薬品
4554.T,富士製薬工業,東証プライム,医薬品,医薬品
4559.T,ゼリア新薬工業,東証プライム,医薬品,医薬品
4565.T,ネクセラファーマ,東証プライム,医薬品,医薬品
4568.T,第一三共,東証プライム,医薬品,医薬品
4569.T,杏林製薬,東証プライム,医薬品,医薬品
4574.T,大幸薬品,東証プライム,医薬品,医薬品
4577.T,ダイト,東証プライム,医薬品,医薬品
4578.T,大塚ホールディングス,東証プライム,医薬品,医薬品
4587.T,ペプチドリーム,東証プライム,医薬品,医薬品
4611.T,大日本塗料,東証プライム,化学,素材・化学
4612.T,日本ペイントホールディングス,東証プライム,化学,素材・化学
4613.T,関西ペイント,東証プライム,化学,素材・化学
4617.T,中国塗料,東証プライム,化学,素材・化学
4626.T,太陽ホールディングス,東証プライム,化学,素材・化学
4631.T,ＤＩＣ,東証プライム,化学,素材・化学
4633.T,サカタインクス,東証プライム,化学,素材・化学
4634.T,ａｒｔｉｅｎｃｅ,東証プライム,化学,素材・化学
4641.T,アルプス技研,東証プライム,サービス業,情報通信・サービスその他
4658.T,日本空調サービス,東証プライム,サービス業,情報通信・サービスその他
4661.T,オリエンタルランド,東証プライム,サービス業,情報通信・サービスその他
4662.T,フォーカスシステムズ,東証プライム,情報・通信業,情報通信・サービスその他
4665.T,ダスキン,東証プライム,サービス業,情報通信・サービスその他
4666.T,パーク２４,東証プライム,不動産業,不動産
4668.T,明光ネットワークジャパン,東証プライム,サービス業,情報通信・サービスその他
4674.T,クレスコ,東証プライム,情報・通信業,情報通信・サービスその他
4676.T,フジ・メディア・ホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
4680.T,ラウンドワン,東証プライム,サービス業,情報通信・サービスその他
4681.T,リゾートトラスト,東証プライム,サービス業,情報通信・サービスその他
4684.T,オービック,東証プライム,情報・通信業,情報通信・サービスその他
4686.T,ジャストシステム,東証プライム,情報・通信業,情報通信・サービスその他
4687.T,ＴＤＣソフト,東証プライム,情報・通信業,情報通信・サービスその他
4689.T,ＬＩＮＥヤフー,東証プライム,情報・通信業,情報通信・サービスその他
4694.T,ビー・エム・エル,東証プライム,サービス業,情報通信・サービスその他
4704.T,トレンドマイクロ,東証プライム,情報・通信業,情報通信・サービスその他
4709.T,ＩＤホールディングス,東証プライム,情報・通信業,情報通信・サービスその他
4714.T,リソー教育グループ,東証プライム,サービス業,情報通信・サービスその他
4718.T,早稲田アカデミー,東証プライム,サービス業,情報通信・サービスその他
4719.T,アルファシステムズ,東証プライム,情報・通信業,情報通信・サービスその他
4722.T,フューチャー,東証プライム,情報・通信業,情報通信・サービスその他
4725.T,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,東証プライム,情報・通信業,情報通信・サービスその他
4732.T,ユー・エス・エス,東証プライム,サービス業,情報通信・サービスその他
4733.T,オービックビジネスコンサルタント,東証プライム,情報・通信業,情報通信・サービスその他
4743.T,アイティフォー,東証プライム,情報・通信業,情報通信・サービスその他
4751.T,サイバーエージェント,東証プライム,サービス業,情報通信・サービスその他
4755.T,楽天グループ,東証プライム,サービス業,情報通信・サービスその他
4763.T,クリーク・アンド・リバー社,東証プライム,サービス業,情報通信・サービスその他
4765.T,ＳＢＩグローバルアセットマネジメント,東証プライム,サービス業,情報通信・サービスその他
4768.T,大塚商会,東証プライム,情報・通信業,情報通信・サービスその他
4776.T,サイボウズ,東証プライム,情報・通信業,情報通信・サービスその他
4784.T,ＧＭＯインターネット,東証プライム,サービス業,情報通信・サービスその他
4792.T,山田コンサルティンググループ,東証プライム,サービス業,情報通信・サービスその他
4801.T,セントラルスポーツ,東証プライム,サービス業,情報通信・サービスその他
4809.T,パラカ,東証プライム,不動産業,不動産
4812.T,電通総研,東証プライム,情報・通信業,情報通信・サービスその他
4813.T,ＡＣＣＥＳＳ,東証プライム,情報・通信業,情報通信・サービスその他
4819.T,デジタルガレージ,東証プライム,情報・通信業,情報通信・サービスその他
4820.T,イーエムシステムズ,東証プライム,情報・通信業,情報通信・サービスその他
4825.T,ウェザーニューズ,東証プライム,情報・通信業,情報通信・サービスその他
4826.T,ＣＩＪ,東証プライム,情報・通信業,情報通信・サービスその他
4828.T,ビジネスエンジニアリング,東証プライム,情報・通信業,情報通信・サービスその他
4839.T,ＷＯＷＯＷ,東証プライム,情報・通信業,情報通信・サービスその他
4845.T,スカラ,東証プライム,情報・通信業,情報通信・サービスその他
4847.T,インテリジェント　ウェイブ,東証プライム,情報・通信業,情報通信・サービスその他
4848.T,フルキャストホールディングス,東証プライム,サービス業,情報通信・サービスその他
4849.T,エン,東証プライム,サービス業,情報通信・サービスその他
4880.T,セルソース,東証プライム,医薬品,医薬品
4886.T,あすか製薬ホールディングス,東証プライム,医薬品,医薬品
4887.T,サワイグループホールディングス,東証プライム,医薬品,医薬品
4901.T,富士フイルムホールディングス,東証プライム,化学,素材・化学
4902.T,コニカミノルタ,東証プライム,電気機器,電機・精密
4911.T,資生堂,東証プライム,化学,素材・化学
4912.T,ライオン,東証プライム,化学,素材・化学
4914.T,高砂香料工業,東証プライム,化学,素材・化学
4917.T,マンダム,東証プライム,化学,素材・化学
4919.T,ミルボン,東証プライム,化学,素材・化学
4922.T,コーセー,東証プライム,化学,素材・化学
4923.T,コタ,東証プライム,化学,素材・化学
4927.T,ポーラ・オルビスホールディングス,東証プライム,化学,素材・化学
4928.T,ノエビアホールディングス,東証プライム,化学,素材・化学
4931.T,新日本製薬,東証プライム,化学,素材・化学
4933.T,Ｉ－ｎｅ,東証プライム,化学,素材・化学
4951.T,エステー,東証プライム,化学,素材・化学
4956.T,コニシ,東証プライム,化学,素材・化学
4958.T,長谷川香料,東証プライム,化学,素材・化学
4967.T,小林製薬,東証プライム,化学,素材・化学
4968.T,荒川化学工業,東証プライム,化学,素材・化学
4971.T,メック,東証プライム,化学,素材・化学
4973.T,日本高純度化学,東証プライム,化学,素材・化学
4974.T,タカラバイオ,東証プライム,化学,素材・化学
4975.T,ＪＣＵ,東証プライム,化学,素材・化学
4980.T,デクセリアルズ,東証プライム,化学,素材・化学
4985.T,アース製薬,東証プライム,化学,素材・化学
4996.T,クミアイ化学工業,東証プライム,化学,素材・化学
4997.T,日本農薬,東証プライム,化学,素材・化学
5011.T,ニチレキグループ,東証プライム,石油・石炭製品,エネルギー資源
5016.T,ＪＸ金属,東証プライム,非鉄金属,鉄鋼・非鉄
5017.T,富士石油,東証プライム,石油・石炭製品,エネルギー資源
5019.T,出光興産,東証プライム,石油・石炭製品,エネルギー資源
5020.T,ＥＮＥＯＳホールディングス,東証プライム,石油・石炭製品,エネルギー資源
5021.T,コスモエネルギーホールディングス,東証プライム,石油・石炭製品,エネルギー資源
5032.T,ＡＮＹＣＯＬＯＲ,東証プライム,情報・通信業,情報通信・サービスその他
5036.T,日本ビジネスシステムズ,東証プライム,情報・通信業,情報通信・サービスその他
5074.T,テスホールディングス,東証プライム,建設業,建設・資材
5076.T,インフロニア・ホールディングス,東証プライム,建設業,建設・資材
50765.T,インフロニア・ホールディングス第１回社債型種類株式,東証プライム,建設業,建設・資材
5101.T,横浜ゴム,東証プライム,ゴム製品,自動車・輸送機
5105.T,ＴＯＹＯ　ＴＩＲＥ,東証プライム,ゴム製品,自動車・輸送機
5108.T,ブリヂストン,東証プライム,ゴム製品,自動車・輸送機
5110.T,住友ゴム工業,東証プライム,ゴム製品,自動車・輸送機
5121.T,藤倉コンポジット,東証プライム,ゴム製品,自動車・輸送機
5122.T,オカモト,東証プライム,ゴム製品,自動車・輸送機
5142.T,アキレス,東証プライム,化学,素材・化学
5185.T,フコク,東証プライム,ゴム製品,自動車・輸送機
5186.T,ニッタ,東証プライム,ゴム製品,自動車・輸送機
5191.T,住友理工,東証プライム,ゴム製品,自動車・輸送機
5192.T,三ツ星ベルト,東証プライム,ゴム製品,自動車・輸送機
5195.T,バンドー化学,東証プライム,ゴム製品,自動車・輸送機
5201.T,ＡＧＣ,東証プライム,ガラス・土石製品,建設・資材
5202.T,日本板硝子,東証プライム,ガラス・土石製品,建設・資材
5208.T,有沢製作所,東証プライム,化学,素材・化学
5214.T,日本電気硝子,東証プライム,ガラス・土石製品,建設・資材
5232.T,住友大阪セメント,東証プライム,ガラス・土石製品,建設・資材
5233.T,太平洋セメント,東証プライム,ガラス・土石製品,建設・資材
5261.T,リソルホールディングス,東証プライム,サービス業,情報通信・サービスその他
5262.T,日本ヒューム,東証プライム,ガラス・土石製品,建設・資材
5269.T,日本コンクリート工業,東証プライム,ガラス・土石製品,建設・資材
5288.T,アジアパイルホールディングス,東証プライム,ガラス・土石製品,建設・資材
5301.T,東海カーボン,東証プライム,ガラス・土石製品,建設・資材
5302.T,日本カーボン,東証プライム,ガラス・土石製品,建設・資材
5310.T,東洋炭素,東証プライム,ガラス・土石製品,建設・資材
5331.T,ノリタケ,東証プライム,ガラス・土石製品,建設・資材
5332.T,ＴＯＴＯ,東証プライム,ガラス・土石製品,建設・資材
5333.T,日本碍子,東証プライム,ガラス・土石製品,建設・資材
5334.T,日本特殊陶業,東証プライム,ガラス・土石製品,建設・資材
5344.T,ＭＡＲＵＷＡ,東証プライム,ガラス・土石製品,建設・資材
5351.T,品川リフラ,東証プライム,ガラス・土石製品,建設・資材
5352.T,黒崎播磨,東証プライム,ガラス・土石製品,建設・資材
5357.T,ヨータイ,東証プライム,ガラス・土石製品,建設・資材
5384.T,フジミインコーポレーテッド,東証プライム,ガラス・土石製品,建設・資材
5393.T,ニチアス,東証プライム,ガラス・土石製品,建設・資材
5401.T,日本製鉄,東証プライム,鉄鋼,鉄鋼・非鉄
5406.T,神戸製鋼所,東証プライム,鉄鋼,鉄鋼・非鉄
5408.T,中山製鋼所,東証プライム,鉄鋼,鉄鋼・非鉄
5410.T,合同製鐵,東証プライム,鉄鋼,鉄鋼・非鉄
5411.T,ＪＦＥホールディングス,東証プライム,鉄鋼,鉄鋼・非鉄
5423.T,東京製鐵,東証プライム,鉄鋼,鉄鋼・非鉄
5440.T,共英製鋼,東証プライム,鉄鋼,鉄鋼・非鉄
5444.T,大和工業,東証プライム,鉄鋼,鉄鋼・非鉄
5445.T,東京鐵鋼,東証プライム,鉄鋼,鉄鋼・非鉄
5451.T,ヨドコウ,東証プライム,鉄鋼,鉄鋼・非鉄
5461.T,中部鋼鈑,東証プライム,鉄鋼,鉄鋼・非鉄
5463.T,丸一鋼管,東証プライム,鉄鋼,鉄鋼・非鉄
5471.T,大同特殊鋼,東証プライム,鉄鋼,鉄鋼・非鉄
5480.T,日本冶金工業,東証プライム,鉄鋼,鉄鋼・非鉄
5482.T,愛知製鋼,東証プライム,鉄鋼,鉄鋼・非鉄
5535.T,ミガロホールディングス,東証プライム,不動産業,不動産
5541.T,大平洋金属,東証プライム,鉄鋼,鉄鋼・非鉄
5563.T,新日本電工,東証プライム,鉄鋼,鉄鋼・非鉄
5602.T,栗本鐵工所,東証プライム,鉄鋼,鉄鋼・非鉄
5631.T,日本製鋼所,東証プライム,機械,機械
5632.T,三菱製鋼,東証プライム,鉄鋼,鉄鋼・非鉄
5659.T,日本精線,東証プライム,鉄鋼,鉄鋼・非鉄
5702.T,大紀アルミニウム工業所,東証プライム,非鉄金属,鉄鋼・非鉄
5703.T,日本軽金属ホールディングス,東証プライム,非鉄金属,鉄鋼・非鉄
5706.T,三井金属,東証プライム,非鉄金属,鉄鋼・非鉄
5707.T,東邦亜鉛,東証プライム,非鉄金属,鉄鋼・非鉄
5711.T,三菱マテリアル,東証プライム,非鉄金属,鉄鋼・非鉄
5713.T,住友金属鉱山,東証プライム,非鉄金属,鉄鋼・非鉄
5714.T,ＤＯＷＡホールディングス,東証プライム,非鉄金属,鉄鋼・非鉄
5715.T,古河機械金属,東証プライム,非鉄金属,鉄鋼・非鉄
5726.T,大阪チタニウムテクノロジーズ,東証プライム,非鉄金属,鉄鋼・非鉄
5727.T,東邦チタニウム,東証プライム,非鉄金属,鉄鋼・非鉄
5741.T,ＵＡＣＪ,東証プライム,非鉄金属,鉄鋼・非鉄
5757.T,ＣＫサンエツ,東証プライム,非鉄金属,鉄鋼・非鉄
5801.T,古河電気工業,東証プライム,非鉄金属,鉄鋼・非鉄
5802.T,住友電気工業,東証プライム,非鉄金属,鉄鋼・非鉄
5803.T,フジクラ,東証プライム,非鉄金属,鉄鋼・非鉄
5805.T,ＳＷＣＣ,東証プライム,非鉄金属,鉄鋼・非鉄
5821.T,平河ヒューテック,東証プライム,非鉄金属,鉄鋼・非鉄
5830.T,いよぎんホールディングス,東証プライム,銀行業,銀行
5831.T,しずおかフィナンシャルグループ,東証プライム,銀行業,銀行
5832.T,ちゅうぎんフィナンシャルグループ,東証プライム,銀行業,銀行
5838.T,楽天銀行,東証プライム,銀行業,銀行
5844.T,京都フィナンシャルグループ,東証プライム,銀行業,銀行
5851.T,リョービ,東証プライム,非鉄金属,鉄鋼・非鉄
5852.T,アーレスティ,東証プライム,非鉄金属,鉄鋼・非鉄
5857.T,ＡＲＥホールディングス,東証プライム,非鉄金属,鉄鋼・非鉄
5889.T,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,東証プライム,小売業,小売
5901.T,東洋製罐グループホールディングス,東証プライム,金属製品,建設・資材
5902.T,ホッカンホールディングス,東証プライム,金属製品,建設・資材
5911.T,横河ブリッジホールディングス,東証プライム,金属製品,建設・資材
5929.T,三和ホールディングス,東証プライム,金属製品,建設・資材
5930.T,文化シヤッター,東証プライム,金属製品,建設・資材
5932.T,三協立山,東証プライム,金属製品,建設・資材
5933.T,アルインコ,東証プライム,金属製品,建設・資材
5938.T,ＬＩＸＩＬ,東証プライム,金属製品,建設・資材
5943.T,ノーリツ,東証プライム,金属製品,建設・資材
5946.T,長府製作所,東証プライム,金属製品,建設・資材
5947.T,リンナイ,東証プライム,金属製品,建設・資材
5949.T,ユニプレス,東証プライム,輸送用機器,自動車・輸送機
5957.T,日東精工,東証プライム,金属製品,建設・資材
5959.T,岡部,東証プライム,金属製品,建設・資材
5970.T,ジーテクト,東証プライム,金属製品,建設・資材
5975.T,東プレ,東証プライム,金属製品,建設・資材
5976.T,高周波熱錬,東証プライム,金属製品,建設・資材
5981.T,東京製綱,東証プライム,金属製品,建設・資材
5988.T,パイオラックス,東証プライム,金属製品,建設・資材
5989.T,エイチワン,東証プライム,金属製品,建設・資材
5991.T,日本発條,東証プライム,金属製品,建設・資材
6005.T,三浦工業,東証プライム,機械,機械
6013.T,タクマ,東証プライム,機械,機械
6028.T,テクノプロ・ホールディングス,東証プライム,サービス業,情報通信・サービスその他
6035.T,アイ・アールジャパンホールディングス,東証プライム,サービス業,情報通信・サービスその他
6036.T,ＫｅｅＰｅｒ技研,東証プライム,サービス業,情報通信・サービスその他
6047.T,Ｇｕｎｏｓｙ,東証プライム,サービス業,情報通信・サービスその他
6050.T,イー・ガーディアン,東証プライム,サービス業,情報通信・サービスその他
6055.T,ジャパンマテリアル,東証プライム,サービス業,情報通信・サービスその他
6058.T,ベクトル,東証プライム,サービス業,情報通信・サービスその他
6062.T,チャーム・ケア・コーポレーション,東証プライム,サービス業,情報通信・サービスその他
6070.T,キャリアリンク,東証プライム,サービス業,情報通信・サービスその他
6071.T,ＩＢＪ,東証プライム,サービス業,情報通信・サービスその他
6073.T,アサンテ,東証プライム,サービス業,情報通信・サービスその他
6078.T,バリューＨＲ,東証プライム,サービス業,情報通信・サービスその他
6080.T,Ｍ＆Ａキャピタルパートナーズ,東証プライム,サービス業,情報通信・サービスその他
6088.T,シグマクシス・ホールディングス,東証プライム,サービス業,情報通信・サービスその他
6089.T,ウィルグループ,東証プライム,サービス業,情報通信・サービスその他
6098.T,リクルートホールディングス,東証プライム,サービス業,情報通信・サービスその他
6099.T,エラン,東証プライム,サービス業,情報通信・サービスその他
6101.T,ツガミ,東証プライム,機械,機械
6103.T,オークマ,東証プライム,機械,機械
6104.T,芝浦機械,東証プライム,機械,機械
6113.T,アマダ,東証プライム,機械,機械
6118.T,アイダエンジニアリング,東証プライム,機械,機械
6134.T,ＦＵＪＩ,東証プライム,機械,機械
6135.T,牧野フライス製作所,東証プライム,機械,機械
6136.T,オーエスジー,東証プライム,機械,機械
6140.T,旭ダイヤモンド工業,東証プライム,機械,機械
6141.T,ＤＭＧ森精機,東証プライム,機械,機械
